"[Account_Value]","[Account_Name]","[Account_Description]","[Account_Type]","[Account_Sign]","[Account_Document]","[Account_Summary]","[Default_Account]","[Account_Parent]","[Balance Sheet]","[Balance Sheet_Name]","[US 1120 Balance Sheet]","US 1120 Balance Sheet_Name","[Profit & Loss]","[Profit & Loss_Name]","[US 1120 Income Statement]","[US 1120 Income Statement_Name]","[Cash Flow]","[Cash Flow_Name]","[tri]"
645,"645 - CHELTUIELI PRIVIND ASIGURĂRILE ŞI PROTECŢIA SOCIALĂ","645 - Cheltuieli privind asigurările şi protecţia socială","Expense","Debit",,"Yes",,64,645,"645 - CHELTUIELI PRIVIND ASIGURĂRILE ŞI PROTECŢIA SOCIALĂ",,,,,,,,,645000002
6451,"6451 - CONTRIBUTIA UNITATII LA ASIGURARILE SOCIALE","6451 - Contribuţia unităţii la asigurările sociale","Expense","Debit",,"No",,645,6451,"6451 - CONTRIBUTIA UNITATII LA ASIGURARILE SOCIALE",,,,,,,,,645100003
6452,"6452 - CONTRIBUTIA UNITATII PENTRU AJUTORUL DE SOMAJ","6452 - Contribuţia unităţii pentru ajutorul de şomaj","Expense","Debit",,"No",,645,6452,"6452 - CONTRIBUTIA UNITATII PENTRU AJUTORUL DE SOMAJ",,,,,,,,,645200003
6453,"6453 - CONTRIBUTIA ANGAJATORULUI PENTRU ASIGURARILE SOCIALE ","6453 - Contribuţia angajatorului pentru asigurările sociale de sanatate","Expense","Debit",,"No",,645,6453,"6453 - CONTRIBUTIA ANGAJATORULUI PENTRU ASIGURARILE SOCIALE ",,,,,,,,,645300003
6458,"6458 - ALTE CHELTUIELI PRIVIND ASIGURARILE SI PROTECTIA SOCI","6458 - Alte cheltuieli privind asigurările şi protecţia socială","Expense","Debit",,"No",,645,6458,"6458 - ALTE CHELTUIELI PRIVIND ASIGURARILE SI PROTECTIA SOCI",,,,,,,,,645800003
65,"65 - ALTE CHELTUIELI DE EXPLOATARE","65 - ALTE CHELTUIELI DE EXPLOATARE","Expense","Debit",,"Yes",,6,65,"65 - ALTE CHELTUIELI DE EXPLOATARE",,,,,,,,,650000001
654,"654 - PIERDERI DIN CREANŢE ","654 - Pierderi din creanţe ","Expense","Debit",,"No",,65,654,"654 - PIERDERI DIN CREANŢE ",,,,,,,,,654000002
658,"658 - ALTE CHELTUIELI DE EXPLOATARE","658 - Alte cheltuieli de exploatare","Expense","Debit",,"Yes",,65,658,"658 - ALTE CHELTUIELI DE EXPLOATARE",,,,,,,,,658000002
6581,"6581 - DESPĂGUBIRI AMENZI ŞI PENALITĂŢI","6581 - Despăgubiri amenzi şi penalităţi","Expense","Debit",,"No",,658,6581,"6581 - DESPĂGUBIRI AMENZI ŞI PENALITĂŢI",,,,,,,,,658100003
6582,"6582 - DONAŢII ŞI SUBVENŢII ACORDATE","6582 - Donaţii şi subvenţii acordate","Expense","Debit",,"No",,658,6582,"6582 - DONAŢII ŞI SUBVENŢII ACORDATE",,,,,,,,,658200003
6583,"6583 - CHELTUIELI PRIVIND ACTIVELE CEDATE ŞI ALTE OPERATII D","6583 - Cheltuieli privind activele cedate şi alte operaţii de capital","Expense","Debit","Yes","No",,658,6583,"6583 - CHELTUIELI PRIVIND ACTIVELE CEDATE ŞI ALTE OPERATII D",,,,,,,,,658300003
6588,"6588 - ALTE CHELTUIELI DE EXPLOATARE","6588 - Alte cheltuieli de exploatare","Expense","Debit","Yes","No","CH_EXPENSE_ACCT",658,6588,"6588 - ALTE CHELTUIELI DE EXPLOATARE",,,,,,,,,658800003
66,"66 - CHELTUIELI FINANCIARE","66 - CHELTUIELI FINANCIARE","Expense","Debit",,"Yes",,6,66,"66 - CHELTUIELI FINANCIARE",,,,,,,,,660000001
663,"663 - Pierderi din creanţe legate de participaţii","663 - Pierderi din creanţe legate de participaţii","Expense","Debit",,"No",,66,663,"663 - PIERDERI DIN CREANTE LEGATE DE PARTICIPATII",,,,,,,,,663000002
664,"664 - CHELTUIELI PRIVIND INVESTIŢIILE FINANCIARE CEDATE","664 - Cheltuieli privind investiţiile financiare cedate","Expense","Debit",,"Yes",,66,664,"664 - CHELTUIELI CU TITLURILE DE PLASAMENT CEDATE",,,,,,,,,664000002
6641,"6641 - Cheltuieli privind imobilizările financiare cedate","6641 - Cheltuieli privind imobilizările financiare cedate","Expense","Debit",,"No",,664,6641,"6641 - CHELTUIELI PRIVIND IMOBILIZARILE FINANCIARE CEDATE",,,,,,,,,664100003
6642,"6642 - Pierderi privind investiţiile financiare pe termen scurt cedate","6642 - Pierderi privind investiţiile financiare pe termen scurt cedate","Expense","Debit",,"No",,664,6642,"6642 - PIERDERI PRIVIND INVESTITIILE FINANCIARE PE TERMEN SC",,,,,,,,,664200003
665,"665 - Cheltuieli din diferenţe de curs valutar","665 - Cheltuieli din diferenţe de curs valutar","Expense","Debit","Yes","No","REALIZEDLOSS_ACCT",66,665,"665 - CHELTUIELI DIN DIFERENTE DE CURS VALUTAR",,,,,,,,,665000002
666,"666 - Cheltuieli privind dobânzile","666 - Cheltuieli privind dobânzile","Expense","Debit",,"No","B_INTERESTEXP_ACCT",66,666,"666 - CHELTUIELI PRIVIND DOBÂNZILE",,,,,,,,,666000002
667,"667 - CHELTUIELI PRIVIND SCONTURILE ACORDATE","667 - Cheltuieli privind sconturile acordate","Expense","Debit","Yes","Yes",,66,667,"667 - CHELTUIELI PRIVIND SCONTURILE ACORDATE",,,,,,,,,667000002
6671,"6671 - Cheltuieli privind sconturile acordate","6671 - Cheltuieli privind sconturile acordate","Expense","Debit",,"No","P_TRADEDISCOUNTGRANT_ACCT",667,6671,"6671 - CHELTUIELI PRIVIND SCONTURILE ACORDATE",,,,,,,,,667100003
6672,"6672 - Cheltuieli privind sconturile - încasări","6672 - Cheltuieli privind sconturile - încasări","Expense","Debit",,"No","PAYDISCOUNT_EXP_ACCT",667,6672,"6672 - CHELTUIELI PRIVIND SCONTURILE - ÎNCASĂRI",,,,,,,,,667200003
6675,"6675 - Cheltuieli - diferenţe pret achiziţie","6675 - Cheltuieli - diferenţe preţ achiziţie","Expense","Debit",,"No","P_PURCHASEPRICEVARIANCE_ACCT",667,6675,"6675 - CHELTUIELI - DIFERENTE PRET ACHIZITIE",,,,,,,,,667500003
668,"668 - Alte cheltuieli financiare","668 - Alte cheltuieli financiare","Expense","Debit","Yes","No","B_SETTLEMENTLOSS_ACCT",66,668,"668 - ALTE CHELTUIELI FINANCIARE",,,,,,,,,668000002
67,"67 - CHELTUIELI EXTRAORDINARE/ EXCEPTIONALE","67 - CHELTUIELI EXTRAORDINARE/ EXCEPTIONALE","Expense","Debit","Yes","Yes",,6,67,"67 - CHELTUIELI EXTRAORDINARE/ EXCEPTIONALE",,,,,,,,,670000001
671,"671 - CHELTUIELI EXCEPTIONALE PRIVIND OPERATIILE DE GESTIUNE","671 - Cheltuieli excepţionale privind operaţiile de gestiune","Expense","Debit","Yes","No",,67,671,"671 - CHELTUIELI EXCEPTIONALE PRIVIND OPERATIILE DE GESTIUNE",,,,,,,,,671000002
672,"672 - CHELTUIELI PRIVIND OPERATIILE DE CAPITAL","672 - Cheltuieli privind operaţiile de capital","Expense","Debit","Yes","No",,67,672,"672 - CHELTUIELI PRIVIND OPERATIILE DE CAPITAL",,,,,,,,,672000002
68,"68 - CHELTUIELI CU AMORTIZARILE PROVIZIOANELE SI AJUSTAREA L","68 - CHELTUIELI CU AMORTIZARILE PROVIZIOANELE SI AJUSTAREA LA INFLATIE","Expense","Debit","Yes","Yes",,6,68,"68 - CHELTUIELI CU AMORTIZARILE PROVIZIOANELE SI AJUSTAREA L",,,,,,,,,680000001
681,"681 - CHELTUIELI DE EXPLOATARE PRIVIND AMORTIZĂRILE ŞI PROVI","681 - Cheltuieli de exploatare privind amortizările şi provizioanele","Expense","Debit",,"Yes",,68,681,"681 - CHELTUIELI DE EXPLOATARE PRIVIND AMORTIZĂRILE ŞI PROVI",,,,,,,,,681000002
6811,"6811 - Cheltuieli de exploatare privind amortizarea imobilizărilor","6811 - Cheltuieli de exploatare privind amortizarea imobilizărilor","Expense","Debit",,"No",,681,6811,"6811 - CHELTUIELI DE EXPLOATARE PRIVIND AMORTIZAREA IMOBILIZ",,,,,,,,,681100003
6812,"6812 - Cheltuieli de exploatare privind provizioanele pentru riscuri şi cheltuieli","6812 - Cheltuieli de exploatare privind provizioanele pentru riscuri şi cheltuieli","Expense","Debit",,"No",,681,6812,"6812 - CHELTUIELI DE EXPLOATARE PRIVIND PROVIZIOANELE PENTRU",,,,,,,,,681200003
6813,"6813 - Cheltuieli de exploatare privind provizioanele pentru deprecierea imobilizărilor","6813 - Cheltuieli de exploatare privind provizioanele pentru deprecierea imobilizărilor","Expense","Debit",,"No",,681,6813,"6813 - CHELTUIELI DE EXPLOATARE PRIVIND PROVIZIOANELE PENTRU",,,,,,,,,681300003
6814,"6814 - Cheltuieli exploatare - deprecierea activelor circulante","6814 - Cheltuieli exploatare - deprecierea activelor circulante","Expense","Debit",,"No","B_REVALUATIONLOSS_ACCT",681,6814,"6814 - CHELTUIELI EXPLOATARE - DEPRECIEREA ACTIVELOR CIRCULA",,,,,,,,,681400003
686,"686 - CHELTUIELI FINANCIARE PRIVIND AMORTIZĂRILE ŞI AJUSTĂRILE PENTRU PIERDERE DE VALOARE","686 - Cheltuieli financiare privind amortizările şi ajustările pentru pierdere de valoare","Expense","Debit",,"Yes",,68,686,"686 - CHELTUIELI FINANCIARE PRIVIND AMORTIZARILE SI PROVIZIO",,,,,,,,,686000002
6863,"6863 - Cheltuieli financiare privind provizioanele pentru deprecierea imobilizărilor financiare","6863 - Cheltuieli financiare privind ajustările pentru pierderea de valoare a imobilizărilor financiare","Expense","Debit",,"No","UNREALIZEDLOSS_ACCT",686,6863,"6863 - CHELTUIELI FINANCIARE PRIVIND PROVIZIOANELE PENTRU DE",,,,,,,,,686300003
6864,"6864 - Cheltuieli financiare privind provizioanele pentru deprecierea activelor circulante","6864 - Cheltuieli financiare  privind ajustările pentru pierderea de valoare a activelor circulante ","Expense","Debit",,"No",,686,6864,"6864 - CHELTUIELI FINANCIARE PRIVIND PROVIZIOANELE PENTRU DE",,,,,,,,,686400003
6868,"6868 - Cheltuieli financiare privind amortizarea primelor de rambursare a obligaţiunilor","6868 - Cheltuieli financiare privind amortizarea primelor de rambursare a obligaţiunilor","Expense","Debit",,"No",,686,6868,"6868 - CHELTUIELI FINANCIARE PRIVIND AMORTIZAREA PRIMELOR DE",,,,,,,,,686800003
688,"688 - CHELTUIELI DIN AJUSTAREA LA INFLATIE","688 - Cheltuieli din ajustarea la inflaţie","Expense","Debit",,"No",,68,688,"688 - CHELTUIELI DIN AJUSTAREA LA INFLATIE",,,,,,,,,688000002
69,"69 - CHELTUIELI CU IMPOZITUL PE PROFIT ŞI ALTE IMPOZITE","69 - CHELTUIELI CU IMPOZITUL PE PROFIT ŞI ALTE IMPOZITE","Expense","Debit","Yes","Yes",,6,69,"69 - CHELTUIELI CU IMPOZITUL PE PROFIT ŞI ALTE IMPOZITE",,,,,,,,,690000001
691,"691 - Cheltuieli cu impozitul pe profit","691 - Cheltuieli cu impozitul pe profit","Expense","Debit",,"No",,69,691,"691 - CHELTUIELI CU IMPOZITUL PE PROFIT",,,,,,,,,691000002
698,"698 - Cheltuieli cu impozitul pe venit care nu apar în elementele de mai sus","698 - Cheltuieli cu impozitul pe venit care nu apar în elementele de mai sus","Expense","Debit",,"No",,69,698,"698 - ALTE CHELTUIELI CU IMPOZITELE CARE NU APAR ÎN ELEMENTE",,,,,,,,,698000002
7,"7 - CONTURI DE VENITURI","7 - CONTURI DE VENITURI","Liability","Credit","Yes","Yes",,,7,"7 - CONTURI DE VENITURI",,,,,,,,,700000000
70,"70 - CIFRA DE AFACERI","70 - CIFRA DE AFACERI","Liability","Credit",,"Yes",,7,70,"70 - CIFRA DE AFACERI",,,,,,,,,700000001
701,"701 - Venituri din vânzarea produselor finite","701 - Venituri din vânzarea produselor finite","Liability","Credit","Yes","No",,70,701,"701 - VENITURI DIN VANZAREA PRODUSELOR FINITE",,,,,,,,,701000002
702,"702 - Venituri din vânzarea semifabricatelor","702 - Venituri din vânzarea semifabricatelor","Liability","Credit",,"No",,70,702,"702 - VENITURI DIN VANZAREA SEMIFABRICATELOR",,,,,,,,,702000002
703,"703 - Venituri din vânzarea produselor reziduale","703 - Venituri din vânzarea produselor reziduale","Liability","Credit",,"No",,70,703,"703 - VENITURI DIN VANZAREA PRODUSELOR REZIDUALE",,,,,,,,,703000002
704,"704 - Venituri din lucrări executate şi servicii prestate","704 - Venituri din lucrări executate şi servicii prestate","Liability","Credit",,"No",,70,704,"704 - VENITURI DIN LUCRARI EXECUTATE SI SERVICII PRESTATE",,,,,,,,,704000002
705,"705 - Venituri din studii şi cercetări","705 - Venituri din studii şi cercetări","Liability","Credit",,"No",,70,705,"705 - VENITURI DIN STUDII SI CERCETARI",,,,,,,,,705000002
706,"706 - Venituri din redevenţe locaţii de gestiune şi chirii","706 - Venituri din redevenţe locaţii de gestiune şi chirii","Liability","Credit",,"No",,70,706,"706 - VENITURI DIN REDEVENTE LOCATII DE GESTIUNE SI CHIRII",,,,,,,,,706000002
707,"707 - Venituri din vânzarea marfurilor","707 - Venituri din vânzarea marfurilor","Liability","Credit","Yes","No","P_REVENUE_ACCT",70,707,"707 - VENITURI DIN VANZAREA MARFURILOR",,,,,,,,,707000002
708,"708 - Venituri din activitaţi diverse","708 - Venituri din activitaţi diverse","Liability","Credit",,"No","CB_RECEIPT_ACCT",70,708,"708 - VENITURI DIN ACTIVITATI DIVERSE",,,,,,,,,708000002
71,"71 - VARIATIA STOCURILOR","71 - VARIATIA STOCURILOR","Revenue","Credit","Yes","Yes",,7,71,"71 - VARIATIA STOCURILOR",,,,,,,,,710000001
711,"711 - Venituri din producţia stocată","711 - Venituri din producţia stocată","Revenue","Credit",,"No",,71,711,"711 - VENITURI DIN PRODUCTIA STOCATA",,,,,,,,,711000002
712,"712 - Venituri  din eliberarea rezervelor tehnice aferente asigurărilor generale","712 - Venituri  din eliberarea rezervelor tehnice aferente asigurărilor generale","Revenue","Credit","Yes","No",,71,712,"712 - VENITURI  DIN ELIBERAREA REZERVELOR TEHNICE AFERENTE A",,,,,,,,,712000002
72,"72 - VENITURI DIN PRODUCTIA DE IMOBILIZARI","72 - VENITURI DIN PRODUCTIA DE IMOBILIZARI","Liability","Credit",,"Yes",,7,72,"72 - VENITURI DIN PRODUCTIA DE IMOBILIZARI",,,,,,,,,720000001
721,"721 - Venituri din producţia de imobilizări necorporale","721 - Venituri din producţia de imobilizări necorporale","Liability","Credit",,"No",,72,721,"721 - VENITURI DIN PRODUCTIA DE IMOBILIZARI NECORPORALE",,,,,,,,,721000002
722,"722 - Venituri din producţia de imobilizări corporale","722 - Venituri din producţia de imobilizări corporale","Liability","Credit",,"No",,72,722,"722 - VENITURI DIN PRODUCTIA DE IMOBILIZARI CORPORALE",,,,,,,,,722000002
74,"74 - VENITURI DIN SUBVENTII DE EXPLOATARE","74 - VENITURI DIN SUBVENTII DE EXPLOATARE","Liability","Credit",,"Yes",,7,74,"74 - VENITURI DIN SUBVENTII DE EXPLOATARE",,,,,,,,,740000001
741,"741 - VENITURI DIN SUBVENTII DE EXPLOATARE","741 - Venituri din subvenţii de exploatare","Liability","Credit",,"Yes",,74,741,"741 - VENITURI DIN SUBVENTII DE EXPLOATARE",,,,,,,,,741000002
7411,"7411 - Venituri din subvenţii de exploatare aferente cifrei de afaceri","7411 - Venituri din subvenţii de exploatare aferente cifrei de afaceri","Liability","Credit",,"No",,741,7411,"7411 - VENITURI DIN SUBVENTII DE EXPLOATARE AFERENTE CIFREI D",,,,,,,,,741100003
7412,"7412 - Venituri din subvenţii de exploatare pentru materii prime şi materiale consumabile","7412 - Venituri din subvenţii de exploatare pentru materii prime şi materiale consumabile","Liability","Credit",,"No",,741,7412,"7412 - VENITURI DIN SUBVENTII DE EXPLOATARE PENTRU MATERII PR",,,,,,,,,741200003
7413,"7413 - Venituri din subvenţii de exploatare pentru alte cheltuieli din afara","7413 - Venituri din subvenţii de exploatare pentru alte cheltuieli din afara","Liability","Credit",,"No",,741,7413,"7413 - VENITURI DIN SUBVENTII DE EXPLOATARE PENTRU ALTE CHELT",,,,,,,,,741300003
7414,"7414 - Venituri din subvenţii de exploatare pentru plata personalului","7414 - Venituri din subvenţii de exploatare pentru plata personalului","Liability","Credit",,"No",,741,7414,"7414 - VENITURI DIN SUBVENTII DE EXPLOATARE PENTRU PLATA PERS",,,,,,,,,741400003
7415,"7415 - Venituri din subvenţii de exploatare pentru asigurări şi protecţia socială","7415 - Venituri din subvenţii de exploatare pentru asigurări şi protecţia socială","Liability","Credit",,"No",,741,7415,"7415 - VENITURI DIN SUBVENTII DE EXPLOATARE PENTRU ASIGURARI ",,,,,,,,,741500003
7416,"7416 - Venituri din subvenţii de exploatare pentru alte cheltuieli de exploatare","7416 - Venituri din subvenţii de exploatare pentru alte cheltuieli de exploatare","Liability","Credit",,"No",,741,7416,"7416 - VENITURI DIN SUBVENTII DE EXPLOATARE PENTRU ALTE CHELT",,,,,,,,,741600003
7417,"7417 - Venituri din subvenţii de exploatare aferente altor venituri","7417 - Venituri din subvenţii de exploatare aferente altor venituri","Liability","Credit",,"No",,741,7417,"7417 - VENITURI DIN SUBVENTII DE EXPLOATARE AFERENTE ALTOR VE",,,,,,,,,741700003
7418,"7418 - Venituri din subvenţii de exploatare pentru dobanda datorată ","7418 - Venituri din subvenţii de exploatare pentru dobanda datorată ","Liability","Credit",,"No",,741,7418,"7418 - VENITURI DIN SUBVENTII DE EXPLOATARE PENTRU DOBANDA DA",,,,,,,,,741800003
75,"75 - ALTE VENITURI DIN EXPLOATARE","75 - ALTE VENITURI DIN EXPLOATARE","Liability","Credit",,"Yes",,7,75,"75 - ALTE VENITURI DIN EXPLOATARE",,,,,,,,,750000001
754,"754 - Venituri din creanţe reactivate ","754 - Venituri din creanţe reactivate ","Liability","Credit",,"No",,75,754,"754 - VENITURI DIN CREANŢE REACTIVATE ",,,,,,,,,754000002
758,"758 - ALTE VENITURI DIN EXPLOATARE","758 - Alte venituri din exploatare","Liability","Credit",,"Yes",,75,758,"758 - ALTE VENITURI DIN EXPLOATARE",,,,,,,,,758000002
7581,"7581 - Venituri din despăgubiri amenzi şi penalităţi","7581 - Venituri din despăgubiri amenzi şi penalităţi","Liability","Credit",,"No",,758,7581,"7581 - VENITURI DIN DESPAGUBIRI AMENZI SI PENALITATI",,,,,,,,,758100003
7582,"7582 - Venituri din donaţii şi subvenţii primite","7582 - Venituri din donaţii şi subvenţii primite","Liability","Credit",,"No",,758,7582,"7582 - VENITURI DIN DONATII SI SUBVENTII PRIMITE",,,,,,,,,758200003
7583,"7583 - Venituri din vânzarea activelor şi alte operaţii de capital","7583 - Venituri din vânzarea activelor şi alte operaţii de capital","Liability","Credit",,"No",,758,7583,"7583 - VENITURI DIN VANZAREA ACTIVELOR SI ALTE OPERATII DE CA",,,,,,,,,758300003
7584,"7584 - Venituri din subvenţii pentru investiţii","7584 - Venituri din subvenţii pentru investiţii","Liability","Credit",,"No",,758,7584,"7584 - VENITURI DIN SUBVENTII PENTRU INVESTITII",,,,,,,,,758400003
7588,"7588 - Alte venituri din exploatare ","7588 - Alte venituri din exploatare ","Liability","Credit","Yes","No","CH_REVENUE_ACCT",758,7588,"7588 - ALTE VENITURI DIN EXPLOATARE ",,,,,,,,,758800003
76,"76 - VENITURI FINANCIARE","76 - VENITURI FINANCIARE","Liability","Credit",,"Yes",,7,76,"76 - VENITURI FINANCIARE",,,,,,,,,760000001
761,"761 - VENITURI DIN IMOBILIZĂRI FINANCIARE","761 - Venituri din imobilizări financiare","Liability","Credit",,"Yes",,76,761,"761 - VENITURI DIN IMOBILIZĂRI FINANCIARE",,,,,,,,,761000002
7611,"7611 - Venituri din acţiuni deţinute la entităţi afiliate","7611 - Venituri din acţiuni deţinute la entităţi afiliate","Liability","Credit",,"No",,761,7611,"7611 - Venituri din acţiuni deţinute la entităţi afiliale",,,,,,,,,761100003
7613,"7613 - Venituri din interese de participare","7613 - Venituri din interese de participare","Liability","Credit",,"No",,761,7613,"7613 - Venituri din interese de participare",,,,,,,,,761300003
762,"762 - Venituri din investiţii financiare pe termen scurt","762 - Venituri din investiţii financiare pe termen scurt","Liability","Credit",,"No",,76,762,"762 - Venituri din investiţii financiare pe termen scurt",,,,,,,,,762000002
763,"763 - Venituri din creanţe imobilizate","763 - Venituri din creanţe imobilizate","Liability","Credit","Yes","No",,76,763,"763 - Venituri din creanţe imobilizate",,,,,,,,,763000002
764,"764 - VENITURI DIN INVESTIŢII FINANCIARE CEDATE","764 - Venituri din investiţii financiare cedate","Liability","Credit",,"Yes",,76,764,"764 - VENITURI DIN INVESTIŢII FINANCIARE CEDATE",,,,,,,,,764000002
7641,"7641 - Venituri din imobilizări financiare cedate","7641 - Venituri din imobilizări financiare cedate","Liability","Credit",,"No",,764,7641,"7641 - Venituri din imobilizări financiare cedate",,,,,,,,,764100003
7642,"7642 - Câştiguri din investiţii pe termen scurt cedate ","7642 - Câştiguri din investiţii pe termen scurt cedate ","Liability","Credit","Yes","No",,764,7642,"7642 - Câştiguri din investiţii pe termen scurt cedate ",,,,,,,,,764200003
765,"765 - Venituri din diferenţe de curs valutar","765 - Venituri din diferenţe de curs valutar","Liability","Credit","Yes","No","REALIZEDGAIN_ACCT",76,765,"765 - VENITURI DIN DIFERENTE DE CURS VALUTAR",,,,,,,,,765000002
766,"766 - Venituri din dobânzi","766 - Venituri din dobânzi","Liability","Credit","Yes","No","B_INTERESTREV_ACCT",76,766,"766 - VENITURI DIN DOBÂNZI",,,,,,,,,766000002
767,"767 - VENITURI DIN SCONTURI OBTINUTE","767 - Venituri din sconturi obţinute","Liability","Credit","Yes","Yes",,76,767,"767 - VENITURI DIN SCONTURI OBTINUTE",,,,,,,,,767000002
7671,"7671 - Venituri din sconturi obţinute","7671 - Venituri din sconturi obţinute","Revenue","Credit","Yes","No","P_TRADEDISCOUNTREC_ACCT",767,7671,"7671 - VENITURI DIN SCONTURI OBTINUTE",,,,,,,,,767100003
7672,"7672 - Venituri din sconturi obţinute - plăţi","7672 - Venituri din sconturi obţinute - plăţi","Revenue","Credit","Yes","No","PAYDISCOUNT_REV_ACCT",767,7672,"7672 - VENITURI DIN SCONTURI OBTINUTE - PLATI",,,,,,,,,767200003
768,"768 - Alte venituri financiare","768 - Alte venituri financiare","Liability","Credit","Yes","No","B_SETTLEMENTGAIN_ACCT",76,768,"768 - ALTE VENITURI FINANCIARE",,,,,,,,,768000002
77,"77 - VENITURI EXTRAORDINARE","77 - VENITURI EXTRAORDINARE","Liability","Credit",,"Yes",,7,77,"77 - VENITURI EXTRAORDINARE",,,,,,,,,770000001
771,"771 - Venituri din subvenţii pentru evenimente extraordinare şi altele similare","771 - Venituri din subvenţii pentru evenimente extraordinare şi altele similare","Liability","Credit","Yes","No",,77,771,"771 - Venituri din subvenţii pentru evenimente extraordinare şi altele similare",,,,,,,,,771000002
78,"78 - VENITURI DIN PROVIZIOANE ŞI AJUSTĂRI PENTRU DEPRECIEREA SAU PIERDEREA DE VALOARE","78 - VENITURI DIN PROVIZIOANE ŞI AJUSTĂRI PENTRU DEPRECIEREA SAU PIERDEREA DE VALOARE","Liability","Credit",,"Yes",,7,78,"78 - VENITURI DIN PROVIZIOANE ŞI AJUSTĂRI PENTRU DEPRECIEREA SAU PIERDEREA DE VALOARE",,,,,,,,,780000001
781,"781 - VENITURI DIN PROVIZIOANE ŞI AJUSTĂRI PENTRU DEPRECIEREA PRIVIND ACTIVITATEA DE EXPLOATARE","781 - Venituri din provizioane şi ajustări pentru deprecierea privind activitatea de exploatare","Liability","Credit",,"Yes",,78,781,"781 - VENITURI DIN PROVIZIOANE ŞI AJUSTĂRI PENTRU DEPRECIEREA PRIVIND ACTIVITATEA DE EXPLOATARE",,,,,,,,,781000002
7812,"7812 - Venituri din provizioane","7812 - Venituri din provizioane","Liability","Credit",,"No",,781,7812,"7812 - Venituri din provizioane",,,,,,,,,781200003
7813,"7813 - Venituri din ajustări pentru deprecierea imobilizărilor","7813 - Venituri din ajustări pentru deprecierea imobilizărilor","Liability","Credit",,"No",,781,7813,"7813 - Venituri din ajustări pentru deprecierea imobilizărilor",,,,,,,,,781300003
7814,"7814 - Venituri din ajustări pt deprecierea activelor circulante","7814 - Venituri din ajustări pt deprecierea activelor circulante","Revenue","Credit",,"No","B_REVALUATIONGAIN_ACCT",781,7814,"7814 - Venituri din ajustări pt deprecierea activelor circulante",,,,,,,,,781400003
786,"786 - VENITURI FINANCIARE DIN AJUSTĂRI PENTRU PIERDERE DE VALOARE","786 - Venituri financiare din ajustări pentru pierdere de valoare","Liability","Credit",,"Yes",,78,786,"786 - VENITURI FINANCIARE DIN AJUSTĂRI PENTRU PIERDERE DE VALOARE",,,,,,,,,786000002
7863,"7863 - Venituri financiare din ajustări pentru pierderea de valoare a imobilizărilor financiare","7863 - Venituri financiare din ajustări pentru pierderea de valoare a imobilizărilor financiare","Liability","Credit",,"No","UNREALIZEDGAIN_ACCT",786,7863,"7863 - Venituri financiare din ajustări pentru pierderea de valoare a imobilizărilor financiare",,,,,,,,,786300003
7864,"7864 - Venituri financiare din ajustări pentru pierderea de valoare a activelor circulante","7864 - Venituri financiare din ajustări pentru pierderea de valoare a activelor circulante","Liability","Credit",,"No",,786,7864,"7864 - Venituri financiare din ajustări pentru pierderea de valoare a activelor circulante",,,,,,,,,786400003
8,"8 - CONTURI SPECIALE","8 - CONTURI SPECIALE","Memo",,"Yes","Yes",,,8,"8 - CONTURI SPECIALE",,,,,,,,,800000000
80,"80 - CONTURI ÎN AFARA BILANŢULUI","80 - CONTURI ÎN AFARA BILANŢULUI","Memo",,,"Yes",,8,80,"80 - CONTURI ÎN AFARA BILANŢULUI",,,,,,,,,800000001
801,"801 - ANGAJAMENTE ACORDATE","801 - Angajamente acordate","Memo",,,"Yes",,80,801,"801 - ANGAJAMENTE ACORDATE",,,,,,,,,801000002
8011,"8011 - Giruri şi garanţii acordate","8011 - Giruri şi garanţii acordate","Memo",,,"No","COMMITMENTOFFSET_ACCT",801,8011,"8011 - Giruri şi garanţii acordate",,,,,,,,,801100003
8018,"8018 - Alte angajamente acordate","8018 - Alte angajamente acordate","Memo",,,"No",,801,8018,"8018 - Alte angajamente acordate",,,,,,,,,801800003
802,"802 - ANGAJAMENTE PRIMITE","802 - Angajamente primite","Memo",,,"Yes",,80,802,"802 - ANGAJAMENTE PRIMITE",,,,,,,,,802000002
8021,"8021 - Giruri şi garanţii primite","8021 - Giruri şi garanţii primite","Memo",,,"No",,802,8021,"8021 - Giruri şi garanţii primite",,,,,,,,,802100003
8028,"8028 - Alte angajamente primite","8028 - Alte angajamente primite","Memo",,,"No",,802,8028,"8028 - Alte angajamente primite",,,,,,,,,802800003
803,"803 - ALTE CONTURI ÎN AFARA BILANŢULUI","803 - Alte conturi în afara bilanţului","Memo",,,"Yes",,80,803,"803 - ALTE CONTURI ÎN AFARA BILANŢULUI",,,,,,,,,803000002
8031,"8031 - Imobilizări corporale luate cu chirie ","8031 - Imobilizări corporale luate cu chirie ","Memo",,,"No",,803,8031,"8031 - Imobilizări corporale luate cu chirie ",,,,,,,,,803100003
8032,"8032 - Valori materiale primite spre prelucrare sau reparare","8032 - Valori materiale primite spre prelucrare sau reparare","Memo",,,"No",,803,8032,"8032 - Valori materiale primite spre prelucrare sau reparare",,,,,,,,,803200003
8033,"8033 - Valori materiale primite în păstrare sau custodie","8033 - Valori materiale primite în păstrare sau custodie","Memo",,,"No",,803,8033,"8033 - Valori materiale primite în păstrare sau custodie",,,,,,,,,803300003
