[Account_Value],[Account_Name],[Account_Description],[Account_Type],[Account_Sign],[Account_Document],[Account_Summary],[Default_Account],[Account_Parent],[Balance Sheet],[Balance Sheet_Name],[US 1120 Balance Sheet],US 1120 Balance Sheet_Name,[Profit & Loss],[Profit & Loss_Name],[US 1120 Income Statement],[US 1120 Income Statement_Name],[Cash Flow],[Cash Flow_Name]
6916,Aufwendungen aus der Zuschreibung von steuertlich niedriger bewerteten Verbindlichkeiten,Aufwendungen aus der Zuschreibung von steuertlich niedriger bewerteten Verbindlichkeiten,Expense,,,No,,K6GVA41,,,,,,,,,,
6917,Aufwendungen aus der Zuschreibung von steuertlich niedriger bewerteten Rückstellungen,Aufwendungen aus der Zuschreibung von steuertlich niedriger bewerteten Rückstellungen,Expense,,,No,,K6GVA41,,,,,,,,,,
6920,Einstellungen in die Pauschalwertberichtigung zu Forderungen,Einstellungen in die Pauschalwertberichtigung zu Forderungen,Expense,,,No,,K6GVA41,,,,,,,,,,
6923,Einstellungen in die Einzelwertberichtigung zu Forderungen,Einstellungen in die Einzelwertberichtigung zu Forderungen,Expense,,,No,,K6GVA41,,,,,,,,,,
6925,Einstellungen in Sonderposten mit Rücklageanteil (Steuerfreie Rücklagen),Einstellungen in Sonderposten mit Rücklageanteil (Steuerfreie Rücklagen),Expense,,,No,,K6GVA41,,,,,,,,,,
6926,Einstellungen in Sonderposten mit Rücklageanteil (Ansparabschreibungen),Einstellungen in Sonderposten mit Rücklageanteil (Ansparabschreibungen),Expense,,,No,,K6GVA41,,,,,,,,,,
6927,Einstellungen in Sonderposten mit Rücklageanteil (Sonderabschreibungen),Einstellungen in Sonderposten mit Rücklageanteil (Sonderabschreibungen),Expense,,,No,,K6GVA41,,,,,,,,,,
6928,Einstellungen in Sonderposten mit Rücklageanteil (Existenzgründerrücklage),Einstellungen in Sonderposten mit Rücklageanteil (Existenzgründerrücklage),Expense,,,No,,K6GVA41,,,,,,,,,,
6929,Einstellungen in Sonderposten mit Rücklageanteil (§ 52 Abs. 16 EStG),Einstellungen in Sonderposten mit Rücklageanteil (§ 52 Abs. 16 EStG),Expense,,,No,,K6GVA41,,,,,,,,,,
6930,Forderungsverluste (übliche Höhe),Receivables write-off - bad debt,Expense,,Yes,No,WRITEOFF_ACCT,K6GVA41,,,,,,,,,,
6931,Forderungsverluste 7 % USt (übliche Höhe),Forderungsverluste 7 % USt (übliche Höhe),Expense,,,No,,K6GVA41,,,,,,,,,,
6932,Forderungsverluste aus steuerfreien EG-Lieferungen (übliche Höhe),Forderungsverluste aus steuerfreien EG-Lieferungen (übliche Höhe),Expense,,,No,,K6GVA41,,,,,,,,,,
6933,Forderungsverluste aus im Inland steuerpflichtigen EG-Lieferungen 7% USt (übliche Höhe),Forderungsverluste aus im Inland steuerpflichtigen EG-Lieferungen 7% USt (übliche Höhe),Expense,,,No,,K6GVA41,,,,,,,,,,
6934,Forderungsverluste aus im Inland steuerpflichtigen EG-Lieferungen 16% USt (übliche Höhe),Forderungsverluste aus im Inland steuerpflichtigen EG-Lieferungen 16% USt (übliche Höhe),Expense,,,No,,K6GVA41,,,,,,,,,,
6935,Forderungsverluste 16% USt (übliche Höhe),Forderungsverluste 16% USt (übliche Höhe),Expense,,,No,,K6GVA41,,,,,,,,,,
6936,Forderungsverluste 19% USt (übliche Höhe),Forderungsverluste 19% USt (übliche Höhe),Expense,,,No,,K6GVA41,,,,,,,,,,
6937,Forderungsverluste 15% USt (übliche Höhe),Forderungsverluste 15% USt (übliche Höhe),Expense,,,No,,K6GVA41,,,,,,,,,,
6938,Forderungsverluste aus im Inland steuerpflichtigen EG-Lieferungen 19% USt (übliche Höhe),Forderungsverluste aus im Inland steuerpflichtigen EG-Lieferungen 19% USt (übliche Höhe),Expense,,,No,,K6GVA41,,,,,,,,,,
6939,Forderungsverluste aus im Inland steuerpflichtigen EG-Lieferungen 15% USt (übliche Höhe),Forderungsverluste aus im Inland steuerpflichtigen EG-Lieferungen 15% USt (übliche Höhe),Expense,,,No,,K6GVA41,,,,,,,,,,
6960,Periodenfremde Aufwendungen soweit nicht außerordentlich,Periodenfremde Aufwendungen soweit nicht außerordentlich,Expense,,,No,,K6GVA41,,,,,,,,,,
6967,Sonstige Aufwendungen betrieblich und regelmäßig,Sonstige Aufwendungen betrieblich und regelmäßig,Expense,,,No,,K6GVA41,,,,,,,,,,
6969,Sonstige Aufwendungen unregelmäßig,Sonstige Aufwendungen unregelmäßig,Expense,,,No,,K6GVA41,,,,,,,,,,
K6GVA5,Kalkulatorische Kosten,Kalkulatorische Kosten,Expense,,,Yes,,K6GVA,,,,,K6GVA5,Kalkulatorische Kosten,,,,
K6GVA51,Sonstige betriebliche Aufwendungen,Sonstige betriebliche Aufwendungen,Expense,,,Yes,,K6GVA5,,,,,,,,,,
6970,Kalkulatorischer Unternehmerlohn,Kalkulatorischer Unternehmerlohn,Expense,,,No,,K6GVA51,,,,,,,,,,
6972,Kalkulatorische Miete/Pacht,Kalkulatorische Miete/Pacht,Expense,,,No,,K6GVA51,,,,,,,,,,
6974,Kalkulatorische Zinsen,Kalkulatorische Zinsen,Expense,,,No,,K6GVA51,,,,,,,,,,
6976,Kalkulatorische Abschreibungen,Kalkulatorische Abschreibungen,Expense,,,No,,K6GVA51,,,,,,,,,,
6978,Kalkulatorische Wagnisse,Kalkulatorische Wagnisse,Expense,,,No,,K6GVA51,,,,,,,,,,
6979,Kalkulatorischer Lohn für unentgeltliche Mitarbeiter,Kalkulatorischer Lohn für unentgeltliche Mitarbeiter,Expense,,,No,,K6GVA51,,,,,,,,,,
6980,Verrechneter kalkulatorischer Unternehmerlohn,Verrechneter kalkulatorischer Unternehmerlohn,Expense,,,No,,K6GVA51,,,,,,,,,,
6982,Verrechnete kalkulatorische Miete/Pacht,Verrechnete kalkulatorische Miete/Pacht,Expense,,,No,,K6GVA51,,,,,,,,,,
6984,Verrechnete kalkulatorische Zinsen,Verrechnete kalkulatorische Zinsen,Expense,,,No,,K6GVA51,,,,,,,,,,
6986,Verrechnete kalkulatorische Abschreibungen,Verrechnete kalkulatorische Abschreibungen,Expense,,,No,,K6GVA51,,,,,,,,,,
6988,Verrechnete kalkulatorische Wagnisse,Verrechnete kalkulatorische Wagnisse,Expense,,,No,,K6GVA51,,,,,,,,,,
6989,Verrechneter kalkulatorischer Lohn für unentgeltliche Mitarbeiter,Verrechneter kalkulatorischer Lohn für unentgeltliche Mitarbeiter,Expense,,,No,,K6GVA51,,,,,,,,,,
K6GVA6,Kosten bei Anwendung des Umsatzkostenverfahrens,Kosten bei Anwendung des Umsatzkostenverfahrens,Expense,,,Yes,,K6GVA,,,,,K6GVA6,Kosten bei Anwendung des Umsatzkostenverfahrens,,,,
K6GVA61,Sonstige betriebliche Aufwendungen,Sonstige betriebliche Aufwendungen,Expense,,,Yes,,K6GVA6,,,,,,,,,,
6990,Herstellungskosten,Herstellungskosten,Expense,,,No,,K6GVA61,,,,,,,,,,
6992,Verwaltungskosten,Verwaltungskosten,Expense,,,No,,K6GVA61,,,,,,,,,,
6994,Vertriebskosten,Vertriebskosten,Expense,,,No,,K6GVA61,,,,,,,,,,
6999,Gegenkonto 6990-6998,Gegenkonto 6990-6998,Expense,,,No,,K6GVA61,,,,,,,,,,
K7GVE1,Erträge aus Beteiligungen,Erträge aus Beteiligungen,Revenue,,,Yes,,K7GVE,,,,,K7GVE1,Erträge aus Beteiligungen,,,,
K7GVE11,Erträge aus Beteiligungen,Erträge aus Beteiligungen,Revenue,,,Yes,,K7GVE1,,,,,,,,,,
7000,Erträge aus Beteiligungen,Erträge aus Beteiligungen,Revenue,,,No,,K7GVE11,,,,,,,,,,
7005,Laufende Erträge aus Anteilen an Kapitalgesellschaften (Beteiligung) 100% / 50% steuerfrei (inländische Kap. Ges.),Laufende Erträge aus Anteilen an Kapitalgesellschaften (Beteiligung) 100% / 50% steuerfrei (inländische Kap. Ges.),Revenue,,,No,,K7GVE11,,,,,,,,,,
7006,Laufende Erträge aus Anteilen an Kapitalgesellschaften (verbundene Unternehmen) 100% / 50% steuerfrei (inländische Kap. Ges.),Laufende Erträge aus Anteilen an Kapitalgesellschaften (verbundene Unternehmen) 100% / 50% steuerfrei (inländische Kap. Ges.),Revenue,,,No,,K7GVE11,,,,,,,,,,
7007,Gewinne aus Anteilen an nicht steuerbefreiten inländischen Kapitalgesellschaften § 9 Nr. 2a GewStG,Gewinne aus Anteilen an nicht steuerbefreiten inländischen Kapitalgesellschaften § 9 Nr. 2a GewStG,Revenue,,,No,,K7GVE11,,,,,,,,,,
7008,Gewinnanteile aus Mitunternehmerschaften § 9 GewStG,Gewinnanteile aus Mitunternehmerschaften § 9 GewStG,Revenue,,,No,,K7GVE11,,,,,,,,,,
7009,Erträge aus Beteiligungen an verbundenen Unternehmen,Erträge aus Beteiligungen an verbundenen Unternehmen,Revenue,,,No,,K7GVE11,,,,,,,,,,
K7GVE2,Erträge aus anderen Wertpapieren und Ausleihungen des Finanzanlagevermögens,Erträge aus anderen Wertpapieren und Ausleihungen des Finanzanlagevermögens,Revenue,,,Yes,,K7GVE,,,,,K7GVE2,Erträge aus anderen Wertpapieren und Ausleihungen des Finanzanlagevermögens,,,,
K7GVE21,Erträge aus anderen Wertpapieren und Ausleihungen des Finanzanlagevermögens,Erträge aus anderen Wertpapieren und Ausleihungen des Finanzanlagevermögens,Revenue,,,Yes,,K7GVE2,,,,,,,,,,
7010,Erträge aus anderen Wertpapieren und Ausleihungen des Finanzanlagevermögens,Erträge aus anderen Wertpapieren und Ausleihungen des Finanzanlagevermögens,Revenue,,,No,,K7GVE21,,,,,,,,,,
7014,Laufende Erträge aus Anteilen an Kapitalgesellschaften (Finanzanlagevermögen) 100% / 50% steuerfrei (inländische Kap. Ges.),Laufende Erträge aus Anteilen an Kapitalgesellschaften (Finanzanlagevermögen) 100% / 50% steuerfrei (inländische Kap. Ges.),Revenue,,,No,,K7GVE21,,,,,,,,,,
7015,Laufende Erträge aus Anteilen an Kapitalgesellschaften (verbundene Unternehmen) 100% / 50% steuerfrei (inländische Kap. Ges.),Laufende Erträge aus Anteilen an Kapitalgesellschaften (verbundene Unternehmen) 100% / 50% steuerfrei (inländische Kap. Ges.),Revenue,,,No,,K7GVE21,,,,,,,,,,
7019,Eträge aus anderen Wertpapieren und Ausleihungen des Finanzanlagevermögens aus verbundenen Unternehmen,Eträge aus anderen Wertpapieren und Ausleihungen des Finanzanlagevermögens aus verbundenen Unternehmen,Revenue,,,No,,K7GVE21,,,,,,,,,,
K7GVE3,Sonstige Zinsen und ähnliche Erträge,Sonstige Zinsen und ähnliche Erträge,Revenue,,,Yes,,K7GVE,,,,,K7GVE3,Sonstige Zinsen und ähnliche Erträge,,,,
K7GVE31,Sonstige Zinsen und ähnliche Erträge,Sonstige Zinsen und ähnliche Erträge,Revenue,,,Yes,,K7GVE3,,,,,,,,,,
7100,Sonstige Zinsen und ähnliche Erträge,Interest received,Revenue,,Yes,No,B_INTERESTREV_ACCT,K7GVE31,,,,,,,,,,
7102,Steuerfreie Aufzinsung des Körperschaftsteuerguthabens nach §37 KStG,Steuerfreie Aufzinsung des Körperschaftsteuerguthabens nach §37 KStG,Revenue,,,No,,K7GVE31,,,,,,,,,,
7103,Laufende Erträge aus Anteilen an Kapitalgesellschaften (Umlaufvermögen) 100% / 50% steuerfrei (inländische Kap. Ges.),Laufende Erträge aus Anteilen an Kapitalgesellschaften (Umlaufvermögen) 100% / 50% steuerfrei (inländische Kap. Ges.),Revenue,,,No,,K7GVE31,,,,,,,,,,
7104,Laufende Erträge aus Anteilen an Kapitalgesellschaften (verbundene Unternehmen) 100% / 50% steuerfrei (inländische Kap. Ges.),Laufende Erträge aus Anteilen an Kapitalgesellschaften (verbundene Unternehmen) 100% / 50% steuerfrei (inländische Kap. Ges.),Revenue,,,No,,K7GVE31,,,,,,,,,,
7105,Zinserträge § 233a AO,Zinserträge § 233a AO,Revenue,,,No,,K7GVE31,,,,,,,,,,
7106,Zinserträge § 233a AO Sonderfall anlage A KSt,Zinserträge § 233a AO Sonderfall anlage A KSt,Revenue,,,No,,K7GVE31,,,,,,,,,,
7109,Sonstige Zinsen und ähnliche Erträge aus verbundenen Unternehmen,Sonstige Zinsen und ähnliche Erträge aus verbundenen Unternehmen,Revenue,,,No,,K7GVE31,,,,,,,,,,
7110,Sonstige Zinserträge,Sonstige Zinserträge,Revenue,,,No,,K7GVE31,,,,,,,,,,
7119,Sonstige Zinserträge aus verbundenen Unternehmen,Sonstige Zinserträge aus verbundenen Unternehmen,Revenue,,,No,,K7GVE31,,,,,,,,,,
7120,Zinsähnliche Erträge,Zinsähnliche Erträge,Revenue,,,No,,K7GVE31,,,,,,,,,,
7129,Zinsähnliche Erträge aus verbundenen Unternehmen,Zinsähnliche Erträge aus verbundenen Unternehmen,Revenue,,,No,,K7GVE31,,,,,,,,,,
7130,Diskonterträge,Difference between payment and bank account currency,Revenue,,Yes,No,B_SETTLEMENTGAIN_ACCT,K7GVE31,,,,,,,,,,
7139,Diskonterträge aus verbundenen Unternehmen,Diskonterträge aus verbundenen Unternehmen,Revenue,,,No,,K7GVE31,,,,,,,,,,
K7GVE4,Erträge aus Verlustübernahme und auf Grund einer Gewinngemeinschaft- eines Gewinn- oder Teilgewinnabführungsvertrags erhaltene Gewinne,Erträge aus Verlustübernahme und auf Grund einer Gewinngemeinschaft- eines Gewinn- oder Teilgewinnabführungsvertrags erhaltene Gewinne,Revenue,,,Yes,,K7GVE,,,,,K7GVE4,Erträge aus Verlustübernahme und auf Grund einer Gewinngemeinschaft- eines Gewinn- oder Teilgewinnabführungsvertrags erhaltene Gewinne,,,,
K7GVE41,Erträge aus Verlustübernahme ,Erträge aus Verlustübernahme ,Revenue,,,Yes,,K7GVE4,,,,,,,,,,
7190,Erträge aus Verlustübernahme,Erträge aus Verlustübernahme,Revenue,,,No,,K7GVE41,,,,,,,,,,
K7GVE42,Auf Grund einer Gewinngemeinschaft- eines Gewinn- oder Teilgewinnabführungsvertrags erhaltene ,Auf Grund einer Gewinngemeinschaft- eines Gewinn- oder Teilgewinnabführungsvertrags erhaltene ,Revenue,,,Yes,,K7GVE4,,,,,,,,,,
7192,Erhaltene Gewinne auf Grund einer Gewinngemeinschaft,Erhaltene Gewinne auf Grund einer Gewinngemeinschaft,Revenue,,,No,,K7GVE42,,,,,,,,,,
7194,Erhaltene Gewinne auf Grund eines Gewinn- oder Teilgewinnabführungsvertrags,Erhaltene Gewinne auf Grund eines Gewinn- oder Teilgewinnabführungsvertrags,Revenue,,,No,,K7GVE42,,,,,,,,,,
K7GVA1,Abschreibungen auf Finanzanlagen und auf Wertpapiere des Umlaufvermögens,Abschreibungen auf Finanzanlagen und auf Wertpapiere des Umlaufvermögens,Expense,,,Yes,,K7GVA,,,,,K7GVA1,Abschreibungen auf Finanzanlagen und auf Wertpapiere des Umlaufvermögens,,,,
K7GVA11,Abschreibungen auf Finanzanlagen und auf Wertpapiere des Umlaufvermögens,Abschreibungen auf Finanzanlagen und auf Wertpapiere des Umlaufvermögens,Expense,,,Yes,,K7GVA1,,,,,,,,,,
7200,Abschreibungen auf Finanzanlagen ,Abschreibungen auf Finanzanlagen ,Expense,,,No,,K7GVA11,,,,,,,,,,
7204,Abschreibungen auf Finanzanlagen 100% / 50% nicht abzugsfähig (inländische Kap. Ges.),Abschreibungen auf Finanzanlagen 100% / 50% nicht abzugsfähig (inländische Kap. Ges.),Expense,,,No,,K7GVA11,,,,,,,,,,
7208,Abschreibungen auf Grund von Verlustanteilen an Mitunternehmerschaften § 8 GewStG,Abschreibungen auf Grund von Verlustanteilen an Mitunternehmerschaften § 8 GewStG,Expense,,,No,,K7GVA11,,,,,,,,,,
7210,Abschreibungen auf Wertpapiere des Umlaufvermögens,Abschreibungen auf Wertpapiere des Umlaufvermögens,Expense,,,No,,K7GVA11,,,,,,,,,,
7214,Abschreibungen auf Wertpapiere des Umlaufvermögens 100% / 50% nicht abzugsfähig (inländische Kap. Ges.),Abschreibungen auf Wertpapiere des Umlaufvermögens 100% / 50% nicht abzugsfähig (inländische Kap. Ges.),Expense,,,No,,K7GVA11,,,,,,,,,,
7250,Abschreibungen auf Finanzanlagen auf Grund steuerlicher Sondervorschriften,Abschreibungen auf Finanzanlagen auf Grund steuerlicher Sondervorschriften,Expense,,,No,,K7GVA11,,,,,,,,,,
7255,Abschreibungen auf Finanzanlagen auf Grund steuerlicher Sondervorschriften 100% / 50% nicht abzugsfähig (inländische Kap. Ges.),Abschreibungen auf Finanzanlagen auf Grund steuerlicher Sondervorschriften 100% / 50% nicht abzugsfähig (inländische Kap. Ges.),Expense,,,No,,K7GVA11,,,,,,,,,,
7260,Vorwegnahme künftiger Wertschwankungen bei Wertpapieren des Umlaufvermögens,Vorwegnahme künftiger Wertschwankungen bei Wertpapieren des Umlaufvermögens,Expense,,,No,,K7GVA11,,,,,,,,,,
K7GVA2,Zinsen und ähnliche Aufwendungen,Zinsen und ähnliche Aufwendungen,Expense,,,Yes,,K7GVA,,,,,K7GVA2,Zinsen und ähnliche Aufwendungen,,,,
K7GVA21,Zinsen und ähnliche Aufwendungen,Zinsen und ähnliche Aufwendungen,Expense,,,Yes,,K7GVA2,,,,,,,,,,
7300,Zinsen und ähnliche Aufwendungen,Zinsen und ähnliche Aufwendungen,Expense,,,No,,K7GVA21,,,,,,,,,,
7303,Steuerlich abzugsfähige- andere Nebenleistungen zu steuern ,Steuerlich abzugsfähige- andere Nebenleistungen zu steuern ,Expense,,,No,,K7GVA21,,,,,,,,,,
7304,Steuerlich nicht abzugsfähige- andere Nebenleistungen zu steuern ,Steuerlich nicht abzugsfähige- andere Nebenleistungen zu steuern ,Expense,,,No,,K7GVA21,,,,,,,,,,
7305,Zinsaufwendungen §§ 233a AO betriebliche Steuern,Zinsaufwendungen §§ 233a AO betriebliche Steuern,Expense,,,No,,K7GVA21,,,,,,,,,,
7306,Zinsaufwendungen §§ 233a bis 237 AO Personensteuern,Zinsaufwendungen §§ 233a bis 237 AO Personensteuern,Expense,,,No,,K7GVA21,,,,,,,,,,
7309,Zinsen und ähnliche Aufwendungen an verbundene Unternehmen,Zinsen und ähnliche Aufwendungen an verbundene Unternehmen,Expense,,,No,,K7GVA21,,,,,,,,,,
7310,Zinsaufwendungen für kurzfristige Verbindlichkeiten,Interest paid,Expense,,Yes,No,B_INTERESTEXP_ACCT,K7GVA21,,,,,,,,,,
7313,Nicht abzugsfähige Schuldzinsen gemäß § 4 Abs. 4a EStG (Hinzurechnungsbetrag),Nicht abzugsfähige Schuldzinsen gemäß § 4 Abs. 4a EStG (Hinzurechnungsbetrag),Expense,,,No,,K7GVA21,,,,,,,,,,
7318,In Dauerschuldzinsen unqualifizierte Zinsen auf kurzfristige Verbindlichkeiten,In Dauerschuldzinsen unqualifizierte Zinsen auf kurzfristige Verbindlichkeiten,Expense,,,No,,K7GVA21,,,,,,,,,,
7319,Zinsaufwendungen für kurzfristige Verbindlichkeiten an verbundene Unternehmen,Zinsaufwendungen für kurzfristige Verbindlichkeiten an verbundene Unternehmen,Expense,,,No,,K7GVA21,,,,,,,,,,
7320,Zinsaufwendungen für langfristige Verbindlichkeiten,Zinsaufwendungen für langfristige Verbindlichkeiten,Expense,,,No,,K7GVA21,,,,,,,,,,
7325,Zinsaufwendungen für Gebäude- die zum Betriebsvermögen gehören,Zinsaufwendungen für Gebäude- die zum Betriebsvermögen gehören,Expense,,,No,,K7GVA21,,,,,,,,,,
7326,Zinsen zur Finanzierung des Anlagevermögens,Zinsen zur Finanzierung des Anlagevermögens,Expense,,,No,,K7GVA21,,,,,,,,,,
7327,Renten und dauernde Lasten aus Gründung/Erwerb §8 GewStG,Renten und dauernde Lasten aus Gründung/Erwerb §8 GewStG,Expense,,,No,,K7GVA21,,,,,,,,,,
7328,Zinsaufwendungen an Mitunternehmer für die Hingabe von Kapital § 15 EStG,Zinsaufwendungen an Mitunternehmer für die Hingabe von Kapital § 15 EStG,Expense,,,No,,K7GVA21,,,,,,,,,,
7329,Zinsaufwendungen für langfristige Verbindlichkeiten an verbundene Unternehmen,Zinsaufwendungen für langfristige Verbindlichkeiten an verbundene Unternehmen,Expense,,,No,,K7GVA21,,,,,,,,,,
7330,Zinsähnliche Aufwendungen,Zinsähnliche Aufwendungen,Expense,,,No,,K7GVA21,,,,,,,,,,
7339,Zinsähnliche Aufwendungen an verbundene Unternehmen,Zinsähnliche Aufwendungen an verbundene Unternehmen,Expense,,,No,,K7GVA21,,,,,,,,,,
7340,Diskontaufwendungen,Diskontaufwendungen,Expense,,,No,,K7GVA21,,,,,,,,,,
7349,Diskontaufwendungen an verbundene Unternehmen,Diskontaufwendungen an verbundene Unternehmen,Expense,,,No,,K7GVA21,,,,,,,,,,
7350,Zinsen und ähnliche Aufwendungen 100% / 50% nicht abzugsfähig (inländische Kap. Ges.),Zinsen und ähnliche Aufwendungen 100% / 50% nicht abzugsfähig (inländische Kap. Ges.),Expense,,,No,,K7GVA21,,,,,,,,,,
7351,Zinsen und ähnliche Aufwendungen an verbundene Unternehmen 100% / 50% nicht abzugsfähig (inländische Kap. Ges.),Zinsen und ähnliche Aufwendungen an verbundene Unternehmen 100% / 50% nicht abzugsfähig (inländische Kap. Ges.),Expense,,,No,,K7GVA21,,,,,,,,,,
K7GVA3,Aufwendungen aus Verlustübernahme und auf Grund einer Gewinngemeinschaft- eines Gewinn- oder Teilgewinnabführungsvertrags abgeführte Gewinne,Aufwendungen aus Verlustübernahme und auf Grund einer Gewinngemeinschaft- eines Gewinn- oder Teilgewinnabführungsvertrags abgeführte Gewinne,Expense,,,Yes,,K7GVA,,,,,K7GVA3,Aufwendungen aus Verlustübernahme und auf Grund einer Gewinngemeinschaft- eines Gewinn- oder Teilgewinnabführungsvertrags abgeführte Gewinne,,,,
K7GVA31,Aufwendungen aus Verlustübernahme,Aufwendungen aus Verlustübernahme,Expense,,,Yes,,K7GVA3,,,,,,,,,,
7390,Aufwendungen aus Verlustübernahme,Aufwendungen aus Verlustübernahme,Expense,,,No,,K7GVA31,,,,,,,,,,
K7GVA32,Auf Grund einer Gewinngemeinschaft- eines Gewinn- oder Teilgewinnabführungsvertrags abgeführte Gewinne,Auf Grund einer Gewinngemeinschaft- eines Gewinn- oder Teilgewinnabführungsvertrags abgeführte Gewinne,Expense,,,Yes,,K7GVA3,,,,,,,,,,
7392,Abgeführte Gewinne auf Grund einer Gewinngemeinschaft,Abgeführte Gewinne auf Grund einer Gewinngemeinschaft,Expense,,,No,,K7GVA32,,,,,,,,,,
7394,Abgeführte Gewinne auf Grund eines Gewinn- oder Teilgewinnabführungsvertrags,Abgeführte Gewinne auf Grund eines Gewinn- oder Teilgewinnabführungsvertrags,Expense,,,No,,K7GVA32,,,,,,,,,,
7399,Abgeführte Gewinnanteile an stille Gesellschafter § 8 GewStG,Abgeführte Gewinnanteile an stille Gesellschafter § 8 GewStG,Expense,,,No,,K7GVA32,,,,,,,,,,
K7GVE5,Außerordentliche Erträge,Außerordentliche Erträge,Revenue,,,Yes,,K7GVE,,,,,K7GVE5,Außerordentliche Erträge,,,,
K7GVE51,Außerordentliche Erträge,Außerordentliche Erträge,Revenue,,,Yes,,K7GVE5,,,,,,,,,,
7400,Außerordentliche Erträge,Außerordentliche Erträge,Revenue,,,No,,K7GVE51,,,,,,,,,,
7401,Außerordentliche Erträge finanzwirksam,Außerordentliche Erträge finanzwirksam,Revenue,,,No,,K7GVE51,,,,,,,,,,
7450,Außerordentliche Erträge nicht finanzwirksam,Außerordentliche Erträge nicht finanzwirksam,Revenue,,,No,,K7GVE51,,,,,,,,,,
K7GVA4,Außerordentliche Aufwendungen,Außerordentliche Aufwendungen,Expense,,,Yes,,K7GVA,,,,,K7GVA4,Außerordentliche Aufwendungen,,,,
K7GVA41,Außerordentliche Aufwendungen,Außerordentliche Aufwendungen,Expense,,,Yes,,K7GVA4,,,,,,,,,,
7500,Außerordentliche Aufwendungen,Außerordentliche Aufwendungen,Expense,,,No,,K7GVA41,,,,,,,,,,
7501,Außerordentliche Aufwendungen finanzwirksam,Außerordentliche Aufwendungen finanzwirksam,Expense,,,No,,K7GVA41,,,,,,,,,,
7550,Außerordentliche Aufwendungen nicht finanzwirksam,Außerordentliche Aufwendungen nicht finanzwirksam,Expense,,,No,,K7GVA41,,,,,,,,,,
K7GVA5,Steuern vom Einkommen und Ertrag,Steuern vom Einkommen und Ertrag,Expense,,,Yes,,K7GVA,,,,,K7GVA5,Steuern vom Einkommen und Ertrag,,,,
K7GVA51,Steuern vom Einkommen und Ertrag,Steuern vom Einkommen und Ertrag,Expense,,,Yes,,K7GVA5,,,,,,,,,,
7600,Körperschaftssteuer,Körperschaftssteuer,Expense,,,No,,K7GVA51,,,,,,,,,,
7603,Körperschaftssteuer für Vorjahr,Körperschaftssteuer für Vorjahr,Expense,,,No,,K7GVA51,,,,,,,,,,
7604,Körperschaftssteuererstattungen für Vorjahre,Körperschaftssteuererstattungen für Vorjahre,Expense,,,No,,K7GVA51,,,,,,,,,,
7605,Körperschaftssteuererstattung für Vorjahre nach §37 KStG,Körperschaftssteuererstattung für Vorjahre nach §37 KStG,Expense,,,No,,K7GVA51,,,,,,,,,,
7607,Solidaritätszuschlagerstattungen für Vorjahre,Solidaritätszuschlagerstattungen für Vorjahre,Expense,,,No,,K7GVA51,,,,,,,,,,
7608,Solidaritätszuschlag,Solidaritätszuschlag,Expense,,,No,,K7GVA51,,,,,,,,,,
7609,Solidaritätszuschlag für Vorjahre,Solidaritätszuschlag für Vorjahre,Expense,,,No,,K7GVA51,,,,,,,,,,
7610,Gewerbesteuer ,Gewerbesteuer ,Expense,,,No,,K7GVA51,,,,,,,,,,
7630,Kapitalertragsteuer 25%,Kapitalertragsteuer 25%,Expense,,,No,,K7GVA51,,,,,,,,,,
7632,Kapitalertragsteuer 20%,Kapitalertragsteuer 20%,Expense,,,No,,K7GVA51,,,,,,,,,,
7633,Anrechenbarer Solidaritätszuschlag auf Kapitalertragsteuer 25%,Anrechenbarer Solidaritätszuschlag auf Kapitalertragsteuer 25%,Expense,,,No,,K7GVA51,,,,,,,,,,
7634,Anrechenbarer Solidaritätszuschlag auf Kapitalertragsteuer 20%,Anrechenbarer Solidaritätszuschlag auf Kapitalertragsteuer 20%,Expense,,,No,,K7GVA51,,,,,,,,,,
7635,Zinsabschlagsteuer,Zinsabschlagsteuer,Expense,,,No,,K7GVA51,,,,,,,,,,
7368,Anrechenbarer Solidaritätszuschlag auf Zinsabschlagsteuer,Anrechenbarer Solidaritätszuschlag auf Zinsabschlagsteuer,Expense,,,No,,K7GVA51,,,,,,,,,,
7639,Anzurechnende ausländische Quellensteuer,Anzurechnende ausländische Quellensteuer,Expense,,,No,,K7GVA51,,,,,,,,,,
7640,Steuernachzahlungen Vorjahre für Steuern vom Einkommen und Ertrag,Steuernachzahlungen Vorjahre für Steuern vom Einkommen und Ertrag,Expense,,,No,,K7GVA51,,,,,,,,,,
7642,Steuererstattungen Vorjahre für Steuern vom Einkommen und Ertrag,Steuererstattungen Vorjahre für Steuern vom Einkommen und Ertrag,Expense,,,No,,K7GVA51,,,,,,,,,,
7644,Erträge aus der Auflösung von Rückstellungen für Steuern vom Einkommen und Ertrag,Erträge aus der Auflösung von Rückstellungen für Steuern vom Einkommen und Ertrag,Expense,,,No,,K7GVA51,,,,,,,,,,
K7GVA6,Sonstige Steuern ,Sonstige Steuern ,Expense,,,Yes,,K7GVE,,,,,K7GVA6,Sonstige Steuern ,,,,
K7GVA61,Sonstige Steuern ,Sonstige Steuern ,Expense,,,Yes,,K7GVA6,,,,,,,,,,
7650,Sonstige Steuern ,Sales Tax paid to vendors,Expense,,Yes,No,T_EXPENSE_ACCT,K7GVA61,,,,,,,,,,
