[Account_Value],[Account_Name],[Account_Description],[Account_Type],[Account_Sign],[Account_Document],[Account_Summary],[Default_Account],[Account_Parent],[Balance Sheet],[Balance Sheet_Name],[US 1120 Balance Sheet],US 1120 Balance Sheet_Name,[Profit & Loss],[Profit & Loss_Name],[US 1120 Income Statement],[US 1120 Income Statement_Name],[Cash Flow],[Cash Flow_Name]
9103,Beschäftigte Personen,Beschäftigte Personen,,,,No,,KK92,,,,,,,,,,
9104,Unbezahlte Personen,Unbezahlte Personen,,,,No,,KK92,,,,,,,,,,
9105,Verkaufskräfte,Verkaufskräfte,,,,No,,KK92,,,,,,,,,,
9106,Geschäftsraum qm,Geschäftsraum qm,,,,No,,KK92,,,,,,,,,,
9107,Verkaufsraum qm,Verkaufsraum qm,,,,No,,KK92,,,,,,,,,,
9116,Anzahl Rechnungen,Anzahl Rechnungen,,,,No,,KK92,,,,,,,,,,
9117,Anzahl Kreditkunden monatlich,Anzahl Kreditkunden monatlich,,,,No,,KK92,,,,,,,,,,
9118,Anzahl Kreditkunden aufgelaufen,Anzahl Kreditkunden aufgelaufen,,,,No,,KK92,,,,,,,,,,
9120,Erweiterungsinvestitionen,Erweiterungsinvestitionen,,,,No,,KK92,,,,,,,,,,
9135,Auftragseingang im Geschäftsjahr,Auftragseingang im Geschäftsjahr,,,,No,,KK92,,,,,,,,,,
9140,Auftragsbestand,Auftragsbestand,,,,No,,KK92,,,,,,,,,,
9190,Gegenkonto für statistischen Mengeneinheiten Konten 9101 - 9107 und Konten 9116 - 9118 ,Gegenkonto für statistischen Mengeneinheiten Konten 9101 - 9107 und Konten 9116 - 9118 ,,,,No,,KK92,,,,,,,,,,
9199,Gegenkonto zu Konten 9120  9135 - 9140 ,Gegenkonto zu Konten 9120  9135 - 9140 ,,,,No,,KK92,,,,,,,,,,
KK93,Statistische Konten für den Kennziffernteil der Bilanz,Statistische Konten für den Kennziffernteil der Bilanz,,,,Yes,,KK9 ,,,,,,,,,,
9200,Beschäftigte Personen,Beschäftigte Personen,,,,No,,KK93,,,,,,,,,,
9209,Gegenkonto zu 9200,Gegenkonto zu 9200,,,,No,,KK93,,,,,,,,,,
9210,Produktive Löhne,Produktive Löhne,,,,No,,KK93,,,,,,,,,,
9219,Gegenkonto zu 9210,Gegenkonto zu 9210,,,,No,,KK93,,,,,,,,,,
KK94,Statistische Konten zur informativen Angaben des gezeichneten Kapitals in anderer Währung,Statistische Konten zur informativen Angaben des gezeichneten Kapitals in anderer Währung,Owner's Equity,,,Yes,,KK9 ,,,,,,,,,,
KK941,Gezeichnetes Kapital in DM,Gezeichnetes Kapital in DM,Owner's Equity,,,Yes,,KK94,,,,,,,,,,
9220,Gezeichnetes Kapital in DM (Art. 42 Abs. 3 S. 1 EGHGB),Gezeichnetes Kapital in DM (Art. 42 Abs. 3 S. 1 EGHGB),Owner's Equity,,,No,,KK941,,,,,,,,,,
KK942,Gezeichnetes Kapital in Euro,Gezeichnetes Kapital in Euro,Owner's Equity,,,Yes,,KK94,,,,,,,,,,
9221,Gezeichnetes Kapital in Euro (Art. 42 Abs. 3 S. 2 EGHGB),Gezeichnetes Kapital in Euro (Art. 42 Abs. 3 S. 2 EGHGB),Owner's Equity,,,No,,KK942,,,,,,,,,,
9229,Gegenkonto zu Konten 9022 - 9221 ,Gegenkonto zu Konten 9022 - 9221 ,Owner's Equity,,,No,,KK94,,,,,,,,,,
KK95,Passive Rechnungsabgrenzungsposten,Passive Rechnungsabgrenzungsposten,Owner's Equity,,,Yes,,KK9 ,,,,,,,,,,
9230,Baukostenzuschüsse,Baukostenzuschüsse,Owner's Equity,,,No,,KK95,,,,,,,,,,
9232,Investitionszulagen,Investitionszulagen,Owner's Equity,,,No,,KK95,,,,,,,,,,
9234,Investitionszuschüsse,Investitionszuschüsse,Owner's Equity,,,No,,KK95,,,,,,,,,,
9239,Gegenkonto zu Konten 9230 - 9238 ,Gegenkonto zu Konten 9230 - 9238 ,Owner's Equity,,,No,,KK95,,,,,,,,,,
9240,Investitionsverbindlichkeiten bei den Leistungsverbindlichkeiten,Investitionsverbindlichkeiten bei den Leistungsverbindlichkeiten,Owner's Equity,,,No,,KK95,,,,,,,,,,
9241,Investitionsverbindlichkeiten aus Sachanlagenverkäufen bei Leistungsverbindlichkeiten,Investitionsverbindlichkeiten aus Sachanlagenverkäufen bei Leistungsverbindlichkeiten,Owner's Equity,,,No,,KK95,,,,,,,,,,
9242,Investitionsverbindlichkeiten aus Käufen von immateriellen Vermögensgegenständen bei Leistungsverbindlichkeiten,Investitionsverbindlichkeiten aus Käufen von immateriellen Vermögensgegenständen bei Leistungsverbindlichkeiten,Owner's Equity,,,No,,KK95,,,,,,,,,,
9243,Investitionsverbindlichkeiten aus Käufen von Finanzanlagen bei Leistungsverbindlichkeiten,Investitionsverbindlichkeiten aus Käufen von Finanzanlagen bei Leistungsverbindlichkeiten,Owner's Equity,,,No,,KK95,,,,,,,,,,
9244,Gegenkonto zu Konten 9240 - 9243 ,Gegenkonto zu Konten 9240 - 9243 ,Owner's Equity,,,No,,KK95,,,,,,,,,,
9245,Forderungen aus Sachanlagenverkäufen bei sonstigen Vermögensgegenständen,Forderungen aus Sachanlagenverkäufen bei sonstigen Vermögensgegenständen,Owner's Equity,,,No,,KK95,,,,,,,,,,
9246,Forderungen aus Verkäufen immaterieller Vermögensgegenständen,Forderungen aus Verkäufen immaterieller Vermögensgegenständen,Owner's Equity,,,No,,KK95,,,,,,,,,,
9247,Forderungen aus Verkäufe von Finanzanlagen bei sonstigen Vermögensgegenständen,Forderungen aus Verkäufe von Finanzanlagen bei sonstigen Vermögensgegenständen,Owner's Equity,,,No,,KK95,,,,,,,,,,
9249,Gegenkonto zu Konten 9245 - 9247 ,Gegenkonto zu Konten 9245 - 9247 ,Owner's Equity,,,No,,KK95,,,,,,,,,,
KK96,Eigenkapitalersetzende Gesellschafterdarlehen,Eigenkapitalersetzende Gesellschafterdarlehen,,,,Yes,,KK9,,,,,,,,,,
9250,Eigenkapitalersetzende Gesellschafterdarlehen,Eigenkapitalersetzende Gesellschafterdarlehen,Owner's Equity,,,No,,KK96,,,,,,,,,,
9255,Ungesicherte Gesellschafterdarlehen mit Restlaufzeit größer 5 Jahre,Ungesicherte Gesellschafterdarlehen mit Restlaufzeit größer 5 Jahre,Owner's Equity,,,No,,KK96,,,,,,,,,,
9259,Gegenkonto zu 9250 und 9255,Gegenkonto zu 9250 und 9255,Owner's Equity,,,No,,KK96,,,,,,,,,,
KK97,Aufgliederung der Rückstellungen,Aufgliederung der Rückstellungen,,,,Yes,,KK9,,,,,,,,,,
9260,Kurzfristige Rückstellungen,Kurzfristige Rückstellungen,Owner's Equity,,,No,,KK97,,,,,,,,,,
9262,Mittelfristige Rückstellungen,Mittelfristige Rückstellungen,Owner's Equity,,,No,,KK97,,,,,,,,,,
9264,Langfristige Rückstellungen außer Pensionen,Langfristige Rückstellungen außer Pensionen,Owner's Equity,,,No,,KK97,,,,,,,,,,
9269,Gegenkonto zu Konten 9260 - 9268 ,Gegenkonto zu Konten 9260 - 9268 ,Owner's Equity,,,No,,KK97,,,,,,,,,,
KK98,Statistische Konten für in der Bilanz auszuweisende Haftungsverhältnisse,Statistische Konten für in der Bilanz auszuweisende Haftungsverhältnisse,,,,Yes,,KK9,,,,,,,,,,
9270,Gegenkonto zu 9271 bis 9278 (soll-Buchung),Gegenkonto zu 9271 bis 9278 (soll-Buchung),Owner's Equity,,,No,,KK98,,,,,,,,,,
9271,Verbindlichkeiten aus der Begebung und übertragung von Wechsel ,Verbindlichkeiten aus der Begebung und übertragung von Wechsel ,Owner's Equity,,,No,,KK98,,,,,,,,,,
9272,Verbindlichkeiten aus der Begebung und übertragung von Wechseln gegenüber verbundenen Unternehmen,Verbindlichkeiten aus der Begebung und übertragung von Wechseln gegenüber verbundenen Unternehmen,Owner's Equity,,,No,,KK98,,,,,,,,,,
9273,Verbindlichkeiten aus Bürgschaften Wechsel- und Scheckbürgschaften,Verbindlichkeiten aus Bürgschaften Wechsel- und Scheckbürgschaften,Owner's Equity,,,No,,KK98,,,,,,,,,,
9274,Verbindlichkeiten aus Bürgschaften Wechsel- und Scheckbürgschaften gegenüber verbundenen Unternehmen,Verbindlichkeiten aus Bürgschaften Wechsel- und Scheckbürgschaften gegenüber verbundenen Unternehmen,Owner's Equity,,,No,,KK98,,,,,,,,,,
9275,Verbindlichkeiten aus Gewährleistungsverträgen,Verbindlichkeiten aus Gewährleistungsverträgen,Owner's Equity,,,No,,KK98,,,,,,,,,,
9276,Verbindlichkeiten aus Gewährleistungsverträgen gegenüber verbundenen Unternehmen,Verbindlichkeiten aus Gewährleistungsverträgen gegenüber verbundenen Unternehmen,Owner's Equity,,,No,,KK98,,,,,,,,,,
9277,Haftung aus der Bestellung von Sicherheiten für fremde Verbindlichkeiten,Haftung aus der Bestellung von Sicherheiten für fremde Verbindlichkeiten,Owner's Equity,,,No,,KK98,,,,,,,,,,
9278,Haftung aus der Bestellung von Sicherheiten für fremde Verbindlichkeiten gegenüber verbundenen Unternehmen,Haftung aus der Bestellung von Sicherheiten für fremde Verbindlichkeiten gegenüber verbundenen Unternehmen,Owner's Equity,,,No,,KK98,,,,,,,,,,
9279,Verpflichtungen aus Trendhandvermögen,Verpflichtungen aus Trendhandvermögen,Owner's Equity,,,No,,KK98,,,,,,,,,,
KK99,Statistische Konten für die im Anhang anzugebenden sonstigen finanziellen Verpflichtungen,Statistische Konten für die im Anhang anzugebenden sonstigen finanziellen Verpflichtungen,Owner's Equity,,,Yes,,KK9,,,,,,,,,,
9280,Gegenkonto zu Konten 9281 - 9284 ,Gegenkonto zu Konten 9281 - 9284 ,Owner's Equity,,,No,,KK99,,,,,,,,,,
9281,Verpflichtungen aus Miet- und Leasingverträgen,Verpflichtungen aus Miet- und Leasingverträgen,Owner's Equity,,,No,,KK99,,,,,,,,,,
9282,Verpflichtungen aus Miet- und Leasingverträgen gegenüber verbundenen Unternehmen,Verpflichtungen aus Miet- und Leasingverträgen gegenüber verbundenen Unternehmen,Owner's Equity,,,No,,KK99,,,,,,,,,,
9283,Andere Verpflichtungen gemäß § 285 Nr. 3 HGB,Andere Verpflichtungen gemäß § 285 Nr. 3 HGB,Owner's Equity,,,No,,KK99,,,,,,,,,,
9284,Andere Verpflichtungen gemäß § 285 Nr. 3 HGB gegenüber verbundenen Unternehmen,Andere Verpflichtungen gemäß § 285 Nr. 3 HGB gegenüber verbundenen Unternehmen,Owner's Equity,,,No,,KK99,,,,,,,,,,
KK9a,Statistische Konten für § 4 Abs. 3 EStG,Statistische Konten für § 4 Abs. 3 EStG,Owner's Equity,,,Yes,,KK9,,,,,,,,,,
9287,Zinsen bei Buchungen über Debitoren bei § 4 Abs. 3 EStG,Zinsen bei Buchungen über Debitoren bei § 4 Abs. 3 EStG,Owner's Equity,,,No,,KK9a,,,,,,,,,,
9288,Mahngebühren bei Buchungen über Debitoren bei § 4 Abs. 3 EStG,Mahngebühren bei Buchungen über Debitoren bei § 4 Abs. 3 EStG,Owner's Equity,,,No,,KK9a,,,,,,,,,,
9289,Gegenkonto zu 9287 und 9288,Gegenkonto zu 9287 und 9288,Owner's Equity,,,No,,KK9a,,,,,,,,,,
9290,Statistisches Konto steuerfreie Auslagen,Statistisches Konto steuerfreie Auslagen,Owner's Equity,,,No,,KK9a,,,,,,,,,,
9291,Gegenkonto zu 9290,Gegenkonto zu 9290,Owner's Equity,,,No,,KK9a,,,,,,,,,,
9292,Statistisches Konto Fremdgeld,Statistisches Konto Fremdgeld,Owner's Equity,,,No,,KK9a,,,,,,,,,,
9293,Gegenkonto zu 9292,Gegenkonto zu 9292,Owner's Equity,,,No,,KK9a,,,,,,,,,,
KK9a1,Einlagen stiller Gesellschafter,Einlagen stiller Gesellschafter,Owner's Equity,,,Yes,,KK9a,,,,,,,,,,
9295,Einlagen stiller Gesellschafter,Einlagen stiller Gesellschafter,Owner's Equity,,,No,,KK9a1,,,,,,,,,,
KK9a2,Steuerrechtlicher Ausgleichsposten,Steuerrechtlicher Ausgleichsposten,Owner's Equity,,,Yes,,KK9a,,,,,,,,,,
9297,Steuerrechtlicher Ausgleichsposten,Steuerrechtlicher Ausgleichsposten,Owner's Equity,,,No,,KK9a2,,,,,,,,,,
KK9b,Privat Teilhafter (für Verrechnung Gesellschafterdarlehen mit Eigenkapitalcharakter - Konto 9840 - 9849),Privat Teilhafter (für Verrechnung Gesellschafterdarlehen mit Eigenkapitalcharakter - Konto 9840 - 9849),Owner's Equity,,,Yes,,KK9,,,,,,,,,,
9400,Privatentnahmen Allgemein,Privatentnahmen Allgemein,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9401,Privatentnahmen Allgemein,Privatentnahmen Allgemein,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9402,Privatentnahmen Allgemein,Privatentnahmen Allgemein,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9403,Privatentnahmen Allgemein,Privatentnahmen Allgemein,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9404,Privatentnahmen Allgemein,Privatentnahmen Allgemein,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9405,Privatentnahmen Allgemein,Privatentnahmen Allgemein,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9406,Privatentnahmen Allgemein,Privatentnahmen Allgemein,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9407,Privatentnahmen Allgemein,Privatentnahmen Allgemein,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9408,Privatentnahmen Allgemein,Privatentnahmen Allgemein,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9409,Privatentnahmen Allgemein,Privatentnahmen Allgemein,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9410,Privatsteuern,Privatsteuern,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9411,Privatsteuern,Privatsteuern,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9412,Privatsteuern,Privatsteuern,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9413,Privatsteuern,Privatsteuern,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9414,Privatsteuern,Privatsteuern,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9415,Privatsteuern,Privatsteuern,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9416,Privatsteuern,Privatsteuern,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9417,Privatsteuern,Privatsteuern,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9418,Privatsteuern,Privatsteuern,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9419,Privatsteuern,Privatsteuern,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9420,Sonderausgaben beschränkt abzugsfähig,Sonderausgaben beschränkt abzugsfähig,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9421,Sonderausgaben beschränkt abzugsfähig,Sonderausgaben beschränkt abzugsfähig,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9422,Sonderausgaben beschränkt abzugsfähig,Sonderausgaben beschränkt abzugsfähig,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9423,Sonderausgaben beschränkt abzugsfähig,Sonderausgaben beschränkt abzugsfähig,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9424,Sonderausgaben beschränkt abzugsfähig,Sonderausgaben beschränkt abzugsfähig,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9425,Sonderausgaben beschränkt abzugsfähig,Sonderausgaben beschränkt abzugsfähig,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9426,Sonderausgaben beschränkt abzugsfähig,Sonderausgaben beschränkt abzugsfähig,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9427,Sonderausgaben beschränkt abzugsfähig,Sonderausgaben beschränkt abzugsfähig,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9428,Sonderausgaben beschränkt abzugsfähig,Sonderausgaben beschränkt abzugsfähig,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9429,Sonderausgaben beschränkt abzugsfähig,Sonderausgaben beschränkt abzugsfähig,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9430,Sonderausgaben unbeschränkt abzugsfähig,Sonderausgaben unbeschränkt abzugsfähig,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9431,Sonderausgaben unbeschränkt abzugsfähig,Sonderausgaben unbeschränkt abzugsfähig,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9432,Sonderausgaben unbeschränkt abzugsfähig,Sonderausgaben unbeschränkt abzugsfähig,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9433,Sonderausgaben unbeschränkt abzugsfähig,Sonderausgaben unbeschränkt abzugsfähig,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9434,Sonderausgaben unbeschränkt abzugsfähig,Sonderausgaben unbeschränkt abzugsfähig,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9435,Sonderausgaben unbeschränkt abzugsfähig,Sonderausgaben unbeschränkt abzugsfähig,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9436,Sonderausgaben unbeschränkt abzugsfähig,Sonderausgaben unbeschränkt abzugsfähig,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9437,Sonderausgaben unbeschränkt abzugsfähig,Sonderausgaben unbeschränkt abzugsfähig,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9438,Sonderausgaben unbeschränkt abzugsfähig,Sonderausgaben unbeschränkt abzugsfähig,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9439,Sonderausgaben unbeschränkt abzugsfähig,Sonderausgaben unbeschränkt abzugsfähig,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9440,Zuwendungen Spenden,Zuwendungen Spenden,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9441,Zuwendungen Spenden,Zuwendungen Spenden,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9442,Zuwendungen Spenden,Zuwendungen Spenden,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9443,Zuwendungen Spenden,Zuwendungen Spenden,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9444,Zuwendungen Spenden,Zuwendungen Spenden,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9445,Zuwendungen Spenden,Zuwendungen Spenden,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9446,Zuwendungen Spenden,Zuwendungen Spenden,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9447,Zuwendungen Spenden,Zuwendungen Spenden,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9448,Zuwendungen Spenden,Zuwendungen Spenden,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9449,Zuwendungen Spenden,Zuwendungen Spenden,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9450,Außergewöhnliche Belastungen,Außergewöhnliche Belastungen,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9451,Außergewöhnliche Belastungen,Außergewöhnliche Belastungen,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9452,Außergewöhnliche Belastungen,Außergewöhnliche Belastungen,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9453,Außergewöhnliche Belastungen,Außergewöhnliche Belastungen,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9454,Außergewöhnliche Belastungen,Außergewöhnliche Belastungen,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9455,Außergewöhnliche Belastungen,Außergewöhnliche Belastungen,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9456,Außergewöhnliche Belastungen,Außergewöhnliche Belastungen,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9457,Außergewöhnliche Belastungen,Außergewöhnliche Belastungen,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9458,Außergewöhnliche Belastungen,Außergewöhnliche Belastungen,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9459,Außergewöhnliche Belastungen,Außergewöhnliche Belastungen,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9460,Grundstückaufwand,Grundstückaufwand,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9461,Grundstückaufwand,Grundstückaufwand,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9462,Grundstückaufwand,Grundstückaufwand,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9463,Grundstückaufwand,Grundstückaufwand,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9464,Grundstückaufwand,Grundstückaufwand,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9465,Grundstückaufwand,Grundstückaufwand,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9466,Grundstückaufwand,Grundstückaufwand,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9467,Grundstückaufwand,Grundstückaufwand,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9468,Grundstückaufwand,Grundstückaufwand,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9469,Grundstückaufwand,Grundstückaufwand,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9470,Grundstückertrag,Grundstückertrag,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9471,Grundstückertrag,Grundstückertrag,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9472,Grundstückertrag,Grundstückertrag,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9473,Grundstückertrag,Grundstückertrag,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9474,Grundstückertrag,Grundstückertrag,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9475,Grundstückertrag,Grundstückertrag,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9476,Grundstückertrag,Grundstückertrag,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9477,Grundstückertrag,Grundstückertrag,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9478,Grundstückertrag,Grundstückertrag,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9479,Grundstückertrag,Grundstückertrag,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9480,Unentgeltliche Wertabgaben,Unentgeltliche Wertabgaben,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9481,Unentgeltliche Wertabgaben,Unentgeltliche Wertabgaben,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9482,Unentgeltliche Wertabgaben,Unentgeltliche Wertabgaben,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9483,Unentgeltliche Wertabgaben,Unentgeltliche Wertabgaben,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9484,Unentgeltliche Wertabgaben,Unentgeltliche Wertabgaben,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9485,Unentgeltliche Wertabgaben,Unentgeltliche Wertabgaben,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9486,Unentgeltliche Wertabgaben,Unentgeltliche Wertabgaben,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9487,Unentgeltliche Wertabgaben,Unentgeltliche Wertabgaben,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9488,Unentgeltliche Wertabgaben,Unentgeltliche Wertabgaben,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9489,Unentgeltliche Wertabgaben,Unentgeltliche Wertabgaben,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9490,Privateinlagen,Privateinlagen,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9491,Privateinlagen,Privateinlagen,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9492,Privateinlagen,Privateinlagen,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9493,Privateinlagen,Privateinlagen,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9494,Privateinlagen,Privateinlagen,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9495,Privateinlagen,Privateinlagen,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9496,Privateinlagen,Privateinlagen,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9497,Privateinlagen,Privateinlagen,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9498,Privateinlagen,Privateinlagen,Owner's Equity,,,No,,KK9b,,,,,,,,,,
9499,Privateinlagen,Privateinlagen,Owner's Equity,,,No,,KK9b,,,,,,,,,,
KK9c,Statistische Konten für Kapitalkontenentwicklung,Statistische Konten für Kapitalkontenentwicklung,Owner's Equity,,,Yes,,KK9,,,,,,,,,,
9500,Anteil für Konto 0900 Teilhafter,Anteil für Konto 0900 Teilhafter,Owner's Equity,,,No,,KK9c,,,,,,,,,,
9501,Anteil für Konto 0901 Teilhafter,Anteil für Konto 0901 Teilhafter,Owner's Equity,,,No,,KK9c,,,,,,,,,,
9502,Anteil für Konto 0902 Teilhafter,Anteil für Konto 0902 Teilhafter,Owner's Equity,,,No,,KK9c,,,,,,,,,,
9503,Anteil für Konto 0903 Teilhafter,Anteil für Konto 0903 Teilhafter,Owner's Equity,,,No,,KK9c,,,,,,,,,,
9504,Anteil für Konto 0904 Teilhafter,Anteil für Konto 0904 Teilhafter,Owner's Equity,,,No,,KK9c,,,,,,,,,,
9505,Anteil für Konto 0905 Teilhafter,Anteil für Konto 0905 Teilhafter,Owner's Equity,,,No,,KK9c,,,,,,,,,,
9506,Anteil für Konto 0906 Teilhafter,Anteil für Konto 0906 Teilhafter,Owner's Equity,,,No,,KK9c,,,,,,,,,,
9507,Anteil für Konto 0907 Teilhafter,Anteil für Konto 0907 Teilhafter,Owner's Equity,,,No,,KK9c,,,,,,,,,,
9508,Anteil für Konto 0908 Teilhafter,Anteil für Konto 0908 Teilhafter,Owner's Equity,,,No,,KK9c,,,,,,,,,,
9509,Anteil für Konto 0909 Teilhafter,Anteil für Konto 0909 Teilhafter,Owner's Equity,,,No,,KK9c,,,,,,,,,,
9510,Anteil für Konto 0910 Teilhafter,Anteil für Konto 0910 Teilhafter,Owner's Equity,,,No,,KK9c,,,,,,,,,,
9511,Anteil für Konto 0911 Teilhafter,Anteil für Konto 0911 Teilhafter,Owner's Equity,,,No,,KK9c,,,,,,,,,,
9512,Anteil für Konto 0912 Teilhafter,Anteil für Konto 0912 Teilhafter,Owner's Equity,,,No,,KK9c,,,,,,,,,,
9513,Anteil für Konto 0913 Teilhafter,Anteil für Konto 0913 Teilhafter,Owner's Equity,,,No,,KK9c,,,,,,,,,,
9514,Anteil für Konto 0914 Teilhafter,Anteil für Konto 0914 Teilhafter,Owner's Equity,,,No,,KK9c,,,,,,,,,,
9515,Anteil für Konto 0915 Teilhafter,Anteil für Konto 0915 Teilhafter,Owner's Equity,,,No,,KK9c,,,,,,,,,,
9516,Anteil für Konto 0916 Teilhafter,Anteil für Konto 0916 Teilhafter,Owner's Equity,,,No,,KK9c,,,,,,,,,,
9517,Anteil für Konto 0917 Teilhafter,Anteil für Konto 0917 Teilhafter,Owner's Equity,,,No,,KK9c,,,,,,,,,,
9518,Anteil für Konto 0918 Teilhafter,Anteil für Konto 0918 Teilhafter,Owner's Equity,,,No,,KK9c,,,,,,,,,,
9519,Anteil für Konto 0919 Teilhafter ,Anteil für Konto 0919 Teilhafter ,Owner's Equity,,,No,,KK9c,,,,,,,,,,
9520,Anteil für Konto 0920 Teilhafter,Anteil für Konto 0920 Teilhafter,Owner's Equity,,,No,,KK9c,,,,,,,,,,
9521,Anteil für Konto 0921 Teilhafter,Anteil für Konto 0921 Teilhafter,Owner's Equity,,,No,,KK9c,,,,,,,,,,
9522,Anteil für Konto 0922 Teilhafter,Anteil für Konto 0922 Teilhafter,Owner's Equity,,,No,,KK9c,,,,,,,,,,
9523,Anteil für Konto 0923 Teilhafter,Anteil für Konto 0923 Teilhafter,Owner's Equity,,,No,,KK9c,,,,,,,,,,
9524,Anteil für Konto 0924 Teilhafter,Anteil für Konto 0924 Teilhafter,Owner's Equity,,,No,,KK9c,,,,,,,,,,
